id,loan_status,probability
58847,1,0.96
58848,0,0.2211
58849,0,0.1465
58850,0,0.0266
58851,0,0.0844
58852,0,0.4192
58853,0,0.0275
58854,1,0.9976
58855,0,0.2663
58856,0,0.0014
58857,0,0.0336
58858,0,0.1925
58859,0,0.0117
58860,0,0.0033
58861,0,0.0308
58862,0,0.1681
58863,0,0.308
58864,0,0.0077
58865,0,0.228
58866,0,0.0097
58867,0,1e-04
58868,0,0.0224
58869,0,0.0109
58870,0,0.1825
58871,0,0.0021
58872,0,0.0318
58873,0,0.012
58874,1,0.974
58875,0,0.0086
58876,0,0.01
58877,0,0.0006
58878,0,0.0273
58879,0,0.0104
58880,0,0.0073
58881,0,0.0206
58882,0,0.0013
58883,0,0.202
58884,0,0.0858
58885,0,0.1174
58886,0,0.0013
58887,1,0.9147
58888,0,0.3466
58889,1,0.9832
58890,0,0.0954
58891,0,0.3711
58892,0,0.0265
58893,0,0.0083
58894,0,0.0567
58895,0,0.0011
58896,0,0.0021
58897,0,0.0345
58898,0,0.1479
58899,1,0.9466
58900,0,0.0161
58901,0,0.0846
58902,0,0.1136
58903,0,0.0033
58904,0,0.0246
58905,0,0.0016
58906,0,0.0764
58907,0,0.0441
58908,0,0.0037
58909,0,0.0336
58910,0,0.041
58911,0,0.0498
58912,0,0.0003
58913,0,0.1344
58914,0,0.0272
58915,0,0.0103
58916,0,0.0242
58917,0,0.042
58918,0,0.0135
58919,0,0.0026
58920,0,0.3241
58921,0,0.0033
58922,0,0.0388
58923,0,0.005
58924,0,0.0523
58925,0,0.0144
58926,0,0.2095
58927,0,0.0198
58928,0,0.0951
58929,0,0.0011
58930,0,0.0124
58931,1,0.9175
58932,1,0.9316
58933,0,0.1519
58934,0,0.0422
58935,0,0.0212
58936,0,0.0272
58937,0,0.0295
58938,0,0.0097
58939,0,0.0072
58940,0,0.0059
58941,1,0.9561
58942,1,0.896
58943,0,0.0246
58944,0,0.0187
58945,0,0.03
58946,0,0.0116
58947,0,0.0109
58948,0,0.0174
58949,0,0.0007
58950,0,0.4338
58951,0,0.0367
58952,0,0.0085
58953,0,0.0035
58954,1,0.9977
58955,0,0.0131
58956,0,0.0006
58957,1,0.9942
58958,1,0.9996
58959,0,0.0085
58960,0,0.039
58961,0,0.005
58962,0,0.0673
58963,0,0.0499
58964,0,0.0197
58965,0,0.0337
58966,0,0.0238
58967,0,0.0036
58968,0,0.0082
58969,0,0.1715
58970,0,0.0058
58971,0,0.1199
58972,0,0.0479
58973,1,0.9719
58974,0,0.1332
58975,0,0.058
58976,0,0.0408
58977,0,0.0518
58978,0,0.013
58979,0,0.0161
58980,0,0.015
58981,0,0.0019
58982,0,0.0064
58983,0,0.0028
58984,0,0.0168
58985,0,0.055
58986,1,0.98
58987,0,0.0042
58988,0,0.0253
58989,0,0.03
58990,0,0.0012
58991,0,0.0202
58992,0,0.0138
58993,0,0.0011
58994,0,0.0127
58995,1,0.9988
58996,0,0.0257
58997,1,0.8765
58998,0,0.0019
58999,0,0.0095
59000,0,0.0751
59001,0,0.1039
59002,0,0.1588
59003,0,0.0478
59004,0,0.032
59005,0,0.0013
59006,0,0.0224
59007,0,0.0324
59008,1,0.9948
59009,0,0.0153
59010,0,0.004
59011,0,0.0267
59012,0,0.0163
59013,0,0.0007
59014,0,0.0053
59015,0,0.1201
59016,0,0.0095
59017,0,0.0075
59018,0,0.0436
59019,0,0.008
59020,0,0.0046
59021,0,0.0383
59022,0,0.0892
59023,1,0.9596
59024,0,0.026
59025,1,0.9907
59026,0,0.0201
59027,0,0.0056
59028,0,0.024
59029,0,0.0565
59030,0,0.0041
59031,1,0.7069
59032,1,0.7297
59033,0,0.0865
59034,0,0.1179
59035,0,0.0174
59036,0,0.0587
59037,0,0.0958
59038,0,0.0122
59039,0,0.0157
59040,0,0.0076
59041,0,0.0202
59042,0,0.0451
59043,1,0.9458
59044,0,0.0036
59045,0,0.0061
59046,0,0.2836
59047,0,0.3024
59048,0,0.0062
59049,0,0.0458
59050,0,0.0045
59051,0,0.0289
59052,0,0.002
59053,0,0.0467
59054,0,0.0339
59055,0,0.0485
59056,0,0.0032
59057,1,0.9134
59058,0,0.0035
59059,0,0.1147
59060,0,0.0021
59061,0,0.0317
59062,0,0.0194
59063,0,0.0009
59064,0,0.0091
59065,0,0.0003
59066,0,0.0337
59067,0,0.0026
59068,0,0.0328
59069,0,0.0255
59070,0,0.0068
59071,0,0.1136
59072,0,0.0122
59073,1,0.9693
59074,0,0.0181
59075,0,0.0576
59076,0,0.1565
59077,1,0.9899
59078,0,0.0319
59079,0,0.0488
59080,0,0.004
59081,0,0.0182
59082,0,0.0306
59083,0,0.0028
59084,0,0.0011
59085,0,0.025
59086,0,0.1405
59087,0,0.0662
59088,0,0.038
59089,0,0.0318
59090,0,0.0409
59091,0,0.0012
59092,0,0.0707
59093,0,0.0202
59094,0,0.0062
59095,0,0.0004
59096,1,0.9747
59097,0,0.1009
59098,0,0.0157
59099,0,0.0071
59100,0,0.0027
59101,0,0.0084
59102,0,0.0327
59103,0,0.033
59104,0,1e-04
59105,0,0.0515
59106,0,0.0003
59107,0,0.0275
59108,0,0.0565
59109,0,0.0502
59110,0,0.0247
59111,0,0.0128
59112,0,0.0183
59113,1,0.969
59114,0,0.055
59115,0,0.1694
59116,0,0.0019
59117,0,0.008
59118,0,0.0286
59119,0,0.0127
59120,0,0.002
59121,0,0.0043
59122,0,0.023
59123,1,0.9956
59124,1,0.937
59125,0,0.0441
59126,1,0.8364
59127,0,0.0126
59128,0,0.0119
59129,0,0.0039
59130,0,0.014
59131,0,0.0399
59132,0,0.1398
59133,1,0.8279
59134,0,0.0573
59135,0,1e-04
59136,0,0.0078
59137,0,0.0181
59138,0,0.0093
59139,0,0.0019
59140,0,0.0434
59141,1,0.9868
59142,0,0.223
59143,0,0.0124
59144,0,0.0261
59145,0,0.0253
59146,0,0.0842
59147,0,0.032
59148,0,0.0206
59149,0,0.0103
59150,0,0.0081
59151,0,0.0221
59152,0,0.0276
59153,0,0.0007
59154,0,0.0367
59155,0,0.0747
59156,0,0.0764
59157,0,0.0119
59158,0,0.0293
59159,0,0.0129
59160,0,0.0677
59161,0,0.0119
59162,0,0.0054
59163,0,0.016
59164,0,0.0652
59165,0,0.0773
59166,0,0.0042
59167,0,0.0213
59168,0,0.0995
59169,1,0.9768
59170,0,0.0156
59171,0,0.0048
59172,0,0.214
59173,0,0.0015
59174,0,0.0054
59175,0,0.0033
59176,0,0.0339
59177,0,0.0031
59178,0,0.0012
59179,0,0.0065
59180,0,0.1553
59181,0,0.432
59182,1,0.9717
59183,0,0.0424
59184,0,0.0364
59185,0,0.1637
59186,0,0.0175
59187,0,0.0099
59188,0,0.0266
59189,0,0.0126
59190,0,0.0042
59191,0,0.0218
59192,0,0.2456
59193,0,0.0039
59194,0,0.0485
59195,0,0.0237
59196,0,0.016
59197,0,0.0199
59198,0,0.0609
59199,0,0.0165
59200,1,0.9996
59201,0,0.0034
59202,0,0.0095
59203,0,0.3301
59204,0,0.053
59205,0,0.0032
59206,0,0.0039
59207,0,0.0319
59208,0,0.0037
59209,0,0.0063
59210,0,0.0192
59211,0,0.0838
59212,0,0.0243
59213,0,0.0485
59214,0,0.015
59215,0,0.0048
59216,0,0.0333
59217,0,0.0016
59218,0,0.0009
59219,0,0.0077
59220,1,0.7937
59221,1,0.9469
59222,0,0.0106
59223,0,0.013
59224,0,0.1318
59225,0,0.005
59226,0,0.0062
59227,0,0.1139
59228,0,0.1994
59229,0,0.0008
59230,0,0.0027
59231,0,0.0009
59232,0,0.0897
59233,0,0.0147
59234,0,0.0336
59235,0,0.0079
59236,0,0.0728
59237,0,0.0433
59238,0,0.0024
59239,0,0.3742
59240,0,0.0045
59241,0,0.0283
59242,0,0.0368
59243,1,0.9878
59244,0,0.0204
59245,1,0.7792
59246,0,0.0085
59247,0,0.0195
59248,0,0.0028
59249,0,0.0629
59250,0,0.2104
59251,0,0.0361
59252,0,0.0052
59253,0,0.0583
59254,0,0.0253
59255,0,0.0036
59256,0,0.0007
59257,1,0.9833
59258,0,0.0065
59259,1,0.9984
59260,0,0.0154
59261,0,0.043
59262,0,0.1106
59263,0,1e-04
59264,0,0.1999
59265,1,0.6356
59266,0,0.0671
59267,1,0.5557
59268,0,0.0425
59269,0,0.0031
59270,1,0.9843
59271,0,0.0028
59272,1,0.9267
59273,0,0.0081
59274,0,0.1443
59275,0,0.0114
59276,0,0.0557
59277,0,0.0059
59278,0,0.0418
59279,0,0.0022
59280,0,0.0047
59281,0,0.0428
59282,0,0.0047
59283,0,0.0109
59284,0,0.0031
59285,0,0.0129
59286,0,0.069
59287,0,0.0169
59288,1,0.9975
59289,0,0.0045
59290,0,0.0436
59291,0,0.0304
59292,0,0.0002
59293,0,0.0296
59294,1,0.9696
59295,0,0.1998
59296,0,0.0006
59297,0,0.0091
59298,0,0.0243
59299,0,0.0187
59300,0,0.0837
59301,0,0.0234
59302,0,0.0326
59303,0,0.0381
59304,0,0.0657
59305,0,0.1717
59306,0,0.0057
59307,0,0.0074
59308,0,0.0046
59309,0,0.0033
59310,0,0.0028
59311,0,0.0889
59312,0,0.0966
59313,1,0.9664
59314,0,0.4326
59315,0,0.0031
59316,0,0.4202
59317,0,0.0335
59318,0,0.0282
59319,0,0.062
59320,0,0.0235
59321,0,0.049
59322,0,0.0313
59323,0,0.0381
59324,1,0.7694
59325,0,0.0209
59326,0,0.014
59327,0,0.0319
59328,0,0.0094
59329,0,0.0149
59330,0,0.2408
59331,0,0.0324
59332,0,0.008
59333,0,0.0016
59334,0,0.0543
59335,0,0.0098
59336,0,0.0371
59337,0,0.0073
59338,0,0.0606
59339,0,0.4963
59340,0,0.3823
59341,0,0.0639
59342,0,0.1126
59343,0,0.0101
59344,0,0.0821
59345,0,0.0105
59346,0,0.01
59347,0,0.0771
59348,0,0.0118
59349,0,0.0349
59350,0,0.0125
59351,0,0.038
59352,0,0.0857
59353,1,0.9383
59354,1,0.9076
59355,0,0.0006
59356,0,0.0039
59357,0,0.0032
59358,0,0.013
59359,0,0.0394
59360,1,0.9672
59361,0,0.004
59362,0,0.4319
59363,0,0.0025
59364,0,0.0022
59365,0,0.0036
59366,0,0.0029
59367,0,0.0801
59368,1,0.8604
59369,0,0.0695
59370,0,0.004
59371,0,0.0055
59372,1,0.541
59373,0,0.0422
59374,0,0.0066
59375,1,0.9975
59376,1,0.9417
59377,0,0.298
59378,0,0.0929
59379,0,0.036
59380,0,0.0453
59381,0,0.0072
59382,0,0.0994
59383,1,0.9603
59384,0,0.0256
59385,0,0.0092
59386,0,0.085
59387,1,0.9913
59388,0,0.098
59389,0,0.0208
59390,0,0.0799
59391,0,0.0399
59392,0,0.216
59393,1,0.9094
59394,1,0.9275
59395,0,0.0997
59396,0,0.0102
59397,0,0.0186
59398,0,0.0075
59399,0,0.0071
59400,0,0.0211
59401,0,0.0262
59402,0,0.1082
59403,0,0.0133
59404,0,0.0198
59405,0,0.0003
59406,0,0.0101
59407,0,0.0374
59408,0,0.0724
59409,0,0.0269
59410,0,0.001
59411,0,0.0067
59412,0,0.0212
59413,0,0.0002
59414,0,0.0543
59415,0,0.0222
59416,0,0.0084
59417,0,0.0039
59418,0,0.0079
59419,0,0.0015
59420,0,0.1147
59421,0,0.1471
59422,0,0.0391
59423,0,0.0202
59424,1,0.9609
59425,0,0.1281
59426,0,0.0069
59427,0,0.0023
59428,0,0.2457
59429,0,0.0041
59430,0,0.0017
59431,0,0.0283
59432,0,0.0032
59433,0,0.032
59434,0,0.0015
59435,0,0.0006
59436,0,0.0026
59437,0,0.0052
59438,1,0.7527
59439,0,0.0499
59440,0,0.0026
59441,0,0.0197
59442,0,0.0027
59443,0,0.0006
59444,0,0.0423
59445,0,0.0504
59446,0,0.0328
59447,0,0.0084
59448,0,0.0051
59449,0,0.0215
59450,0,0.0582
59451,1,0.9695
59452,0,0.0517
59453,0,0.0167
59454,0,0.0704
59455,0,0.0575
59456,0,0.0203
59457,1,0.9791
59458,0,0.1337
59459,0,0.1201
59460,0,0.0406
59461,0,0.0041
59462,1,0.8771
59463,0,0.0026
59464,0,0.2644
59465,0,0.0606
59466,0,0.0835
59467,0,0.0226
59468,0,0.001
59469,0,0.1176
59470,0,0.0003
59471,0,0.0037
59472,0,0.1159
59473,0,0.0121
59474,0,0.011
59475,0,0.079
59476,0,0.0123
59477,0,0.0125
59478,0,0.0075
59479,0,0.0144
59480,0,0.0089
59481,0,0.2148
59482,1,0.9904
59483,0,0.0051
59484,0,0.0042
59485,0,0.0221
59486,0,0.0791
59487,0,0.0728
59488,0,0.0239
59489,0,0.0715
59490,0,0.0015
59491,1,0.9832
59492,0,0.008
59493,0,0.0196
59494,0,0.0018
59495,1,0.8662
59496,0,0.0215
59497,1,0.9884
59498,0,0.0365
59499,0,0.0433
59500,1,0.9939
59501,0,0.0131
59502,1,0.9123
59503,0,0.1349
59504,0,0.0048
59505,0,0.029
59506,0,0.0007
59507,0,0.0023
59508,0,0.016
59509,0,0.0527
59510,0,0.0422
59511,0,0.0011
59512,0,0.0038
59513,0,0.0782
59514,0,0.0066
59515,0,0.0472
59516,0,0.016
59517,1,0.8772
59518,0,0.0022
59519,0,0.002
59520,0,0.0127
59521,0,0.0242
59522,0,0.0674
59523,0,0.0047
59524,0,0.0102
59525,1,0.7336
59526,0,0.2104
59527,0,0.017
59528,0,0.0227
59529,0,0.0655
59530,1,0.9492
59531,0,0.0073
59532,0,0.0002
59533,0,0.045
59534,0,0.0568
59535,0,0.0332
59536,0,0.033
59537,0,0.0144
59538,0,0.0803
59539,0,0.0526
59540,1,0.6781
59541,0,0.006
59542,0,0.0403
59543,0,0.0111
59544,0,0.0488
59545,0,0.0176
59546,0,0.0174
59547,0,0.0214
59548,0,0.0029
59549,0,0.0203
59550,0,0.006
59551,0,0.0206
59552,0,0.0033
59553,0,0.018
59554,1,0.9596
59555,0,0.0054
59556,0,0.003
59557,0,0.0019
59558,0,0.0447
59559,0,0.0086
59560,0,0.0013
59561,0,0.0036
59562,0,0.1161
59563,0,0.0312
59564,0,0.0911
59565,0,0.0112
59566,0,0.0105
59567,0,0.0094
59568,0,0.0025
59569,0,0.0018
59570,0,0.0324
59571,0,0.0402
59572,0,0.009
59573,0,0.0464
59574,1,0.9174
59575,0,0.0369
59576,0,0.0175
59577,0,0.0206
59578,1,0.6716
59579,0,0.0098
59580,0,0.0053
59581,0,0.012
59582,0,0.0065
59583,0,0.0154
59584,0,0.0007
59585,0,0.0176
59586,0,0.0119
59587,0,0.001
59588,0,0.1387
59589,0,0.2588
59590,0,0.0014
59591,0,0.2658
59592,0,0.0175
59593,0,0.0062
59594,0,0.1838
59595,0,0.0153
59596,0,0.1062
59597,1,0.9293
59598,0,0.0303
59599,0,0.1104
59600,1,0.8723
59601,0,0.0002
59602,0,0.1456
59603,0,0.0415
59604,0,0.0121
59605,0,0.0016
59606,0,0.0269
59607,0,0.0273
59608,0,0.016
59609,0,0.0019
59610,1,0.9731
59611,0,0.0101
59612,1,0.9618
59613,0,0.0812
59614,0,0.1252
59615,0,0.0126
59616,0,0.0674
59617,0,0.0407
59618,0,0.0679
59619,0,0.0093
59620,0,0.0044
59621,0,0.072
59622,0,0.0068
59623,0,0.0678
59624,0,0.0778
59625,0,0.1167
59626,0,0.0218
59627,0,0.0491
59628,0,0.0047
59629,0,0.0016
59630,0,0.0697
59631,0,0.0029
59632,0,0.0083
59633,0,0.0112
59634,0,0.0143
59635,0,0.0062
59636,0,0.0896
59637,0,0.0226
59638,1,0.994
59639,0,0.014
59640,0,0.0284
59641,0,0.0242
59642,0,0.006
59643,0,0.0655
59644,0,0.0388
59645,0,0.2501
59646,0,0.0069
59647,1,0.9774
59648,0,0.0047
59649,0,0.0169
59650,0,0.0019
59651,0,0.0034
59652,0,0.0051
59653,0,0.0029
59654,0,0.0776
59655,0,0.0268
59656,0,0.112
59657,1,0.871
59658,0,0.0017
59659,0,0.0498
59660,0,0.2158
59661,0,0.018
59662,1,0.8705
59663,0,0.0535
59664,0,0.1168
59665,0,0.0238
59666,0,0.0218
59667,0,0.0052
59668,0,0.0088
59669,0,0.0053
59670,0,0.0854
59671,0,0.0031
59672,0,0.0038
59673,0,0.0053
59674,1,0.6627
59675,0,0.0003
59676,0,0.1495
59677,1,0.8881
59678,0,0.0041
59679,0,0.0199
59680,0,0.0017
59681,0,0.0333
59682,0,0.0425
59683,0,0.0029
59684,0,0.0237
59685,0,0.0164
59686,1,0.5412
59687,0,0.0309
59688,0,0.0095
59689,0,0.1398
59690,0,0.0003
59691,0,0.007
59692,0,0.0731
59693,0,0.0096
59694,0,0.0969
59695,0,0.0071
59696,1,0.8623
59697,0,0.0097
59698,0,0.0138
59699,0,0.0202
59700,0,0.0396
59701,0,0.0046
59702,0,0.0056
59703,0,0.0326
59704,0,0.0036
59705,0,0.0962
59706,0,0.0217
59707,0,0.0259
59708,0,0.131
59709,0,0.0334
59710,0,0.0141
59711,0,0.0467
59712,0,0.0075
59713,0,0.0867
59714,1,0.7743
59715,1,0.769
59716,0,0.022
59717,0,0.0035
59718,0,0.0386
59719,1,0.959
59720,0,0.0094
59721,1,0.9165
59722,0,0.0111
59723,0,0.0097
59724,0,0.1289
59725,0,0.0198
59726,0,0.0103
59727,0,0.0882
59728,0,0.0025
59729,0,0.0022
59730,0,0.109
59731,0,0.0291
59732,0,0.0249
59733,0,0.0163
59734,0,0.0075
59735,0,0.0008
59736,0,0.2416
59737,0,0.0031
59738,0,0.1691
59739,0,0.0152
59740,0,0.0101
59741,0,0.0031
59742,0,0.1341
59743,0,0.0127
59744,0,0.0916
59745,0,0.0251
59746,0,0.013
59747,1,0.9995
59748,0,0.0211
59749,0,0.0106
59750,0,0.1355
59751,0,0.0138
59752,0,0.0465
59753,0,0.0016
59754,0,0.0032
59755,0,0.0057
59756,0,0.0068
59757,0,0.0027
59758,0,0.0393
59759,0,0.0075
59760,0,0.1162
59761,0,0.0211
59762,0,0.276
59763,0,0.0003
59764,0,0.0505
59765,0,0.011
59766,0,0.1287
59767,0,0.0394
59768,0,0.0004
59769,0,0.0163
59770,0,0.0813
59771,0,0.0139
59772,0,0.0103
59773,0,0.0077
59774,0,0.043
59775,0,0.1526
59776,0,0.2176
59777,0,0.075
59778,0,0.0019
59779,0,0.0341
59780,0,0.0017
59781,0,0.0121
59782,0,0.0203
59783,0,0.0365
59784,0,0.0118
59785,0,0.0036
59786,0,0.2812
59787,0,0.3958
59788,0,0.0328
59789,0,0.051
59790,0,0.0218
59791,0,0.0009
59792,0,0.0257
59793,0,0.0163
59794,1,0.9663
59795,1,0.9558
59796,0,0.0042
59797,0,0.0221
59798,0,0.004
59799,0,0.0038
59800,0,0.0721
59801,0,0.0058
59802,0,0.0861
59803,0,0.1021
59804,0,0.0694
59805,0,0.0006
59806,0,0.0076
59807,0,0.0046
59808,0,0.0008
59809,0,0.0065
59810,0,0.0075
59811,0,0.0205
59812,0,0.0093
59813,0,0.0059
59814,0,0.002
59815,0,0.2228
59816,0,0.2725
59817,0,0.0032
59818,1,0.5934
59819,0,0.1663
59820,0,0.0252
59821,0,0.0589
59822,0,0.0132
59823,0,0.0202
59824,0,0.0919
59825,0,0.0033
59826,0,0.0252
59827,0,0.1758
59828,0,0.058
59829,0,0.05
59830,0,0.0153
59831,0,0.0149
59832,0,0.1008
59833,0,0.0908
59834,0,0.0111
59835,0,0.0072
59836,0,0.0183
59837,0,0.084
59838,0,0.0824
59839,0,0.0477
59840,0,0.0471
59841,1,0.997
59842,0,0.0147
59843,0,0.0221
59844,0,0.3207
59845,0,0.008
59846,0,0.0023
59847,0,0.0097
59848,0,0.0138
59849,0,0.0004
59850,1,0.9851
59851,0,0.0006
59852,0,0.0113
59853,0,0.0473
59854,0,0.0027
59855,0,0.0079
59856,0,0.006
59857,0,0.0796
59858,1,0.9954
59859,0,0.0446
59860,1,0.9287
59861,0,0.0094
59862,0,0.0196
59863,0,0.0018
59864,0,0.0053
59865,0,0.0321
59866,0,0.0249
59867,0,0.0787
59868,0,0.0064
59869,0,0.0143
59870,0,0.0022
59871,0,0.0022
59872,0,0.0076
59873,0,0.0049
59874,0,0.0044
59875,0,0.0375
59876,0,0.0025
59877,0,0.0659
59878,1,0.9677
59879,0,0.0109
59880,1,0.9899
59881,0,0.0012
59882,0,0.0504
59883,0,0.0737
59884,0,0.0342
59885,0,0.0298
59886,0,0.0417
59887,1,0.6362
59888,0,0.0131
59889,0,0.0046
59890,0,0.0107
59891,0,0.4153
59892,0,0.0127
59893,0,0.0072
59894,0,0.0112
59895,0,0.0698
59896,0,0.0065
59897,0,0.0091
59898,0,0.0107
59899,0,0.0097
59900,0,0.0156
59901,1,0.9316
59902,0,0.0314
59903,0,0.0081
59904,0,0.093
59905,0,0.0498
59906,0,0.307
59907,0,0.012
59908,0,0.0045
59909,0,0.0238
59910,0,0.1057
59911,0,0.0212
59912,0,0.0191
59913,0,0.0023
59914,0,0.1152
59915,0,0.0114
59916,0,0.0018
59917,0,0.0142
59918,0,0.0035
59919,0,0.0206
59920,0,0.039
59921,0,0.0839
59922,0,0.0442
59923,0,0.0212
59924,0,0.0015
59925,1,0.9071
59926,0,0.0139
59927,0,0.0074
59928,0,0.0011
59929,0,0.0013
59930,0,0.0086
59931,0,0.0081
59932,0,0.0445
59933,0,0.0203
59934,0,0.0049
59935,0,0.003
59936,0,0.0445
59937,0,0.0395
59938,0,0.0812
59939,0,0.3688
59940,1,0.6204
59941,0,0.0011
59942,0,0.0084
59943,0,0.0311
59944,0,0.0204
59945,0,0.0264
59946,0,0.031
59947,0,0.0049
59948,0,0.0365
59949,1,0.9803
59950,0,0.0097
59951,0,0.0389
59952,0,0.0061
59953,0,0.2535
59954,0,0.0205
59955,0,0.0005
59956,0,0.0047
59957,0,0.1237
59958,0,0.0743
59959,0,0.0143
59960,0,0.0013
59961,0,0.0237
59962,0,0.143
59963,0,0.01
59964,0,0.005
59965,0,0.0079
59966,1,0.8931
59967,0,0.0103
59968,0,0.0014
59969,0,0.0012
59970,0,0.0735
59971,1,0.9884
59972,1,0.804
59973,0,0.0552
59974,0,0.0055
59975,0,0.0288
59976,0,0.0021
59977,0,0.0266
59978,0,0.069
59979,0,0.0269
59980,1,0.9683
59981,0,0.0189
59982,1,0.9456
59983,0,0.078
59984,0,0.0061
59985,0,0.0464
59986,0,0.0316
59987,0,0.0211
59988,0,0.0949
59989,0,0.0066
59990,0,0.0341
59991,0,0.1172
59992,0,0.0043
59993,0,0.0125
59994,0,0.118
59995,1,0.9801
59996,0,0.005
59997,0,0.0697
59998,0,0.0436
59999,0,0.0078
60000,0,0.0002
60001,0,0.0102
60002,0,0.14
60003,0,0.0155
60004,0,0.0082
60005,0,0.0272
60006,0,0.0737
60007,0,0.0231
60008,0,0.0126
60009,0,0.0087
60010,0,0.1522
60011,0,0.0152
60012,0,0.0425
60013,0,0.0023
60014,0,0.0399
60015,0,0.04
60016,0,0.265
60017,0,0.0251
60018,0,0.0198
60019,1,0.9378
60020,0,0.0302
60021,0,0.0057
60022,0,0.3406
60023,0,0.0218
60024,1,0.9917
60025,0,0.0257
60026,0,0.1516
60027,1,0.8216
60028,0,0.005
60029,1,0.9891
60030,1,0.8313
60031,0,0.1188
60032,0,0.3093
60033,0,0.002
60034,0,0.0007
60035,0,0.0985
60036,0,0.0069
60037,0,0.0031
60038,0,0.0121
60039,0,0.0095
60040,0,0.038
60041,0,0.038
60042,0,0.0126
60043,0,0.0142
60044,0,0.0537
60045,0,0.0066
60046,0,0.0514
60047,0,0.0539
60048,0,0.0013
60049,0,0.1008
60050,0,0.0517
60051,1,0.9894
60052,0,0.0085
60053,0,0.0243
60054,0,0.0014
60055,0,0.0219
60056,0,0.3438
60057,0,0.1634
